Location Name,State Index,State Abbr,Total Pop,Income in the past 12 months below poverty level,"Below poverty level per 1,000 residents",Percent below poverty level,state,county
Morehouse Parish,Louisiana,LA,26739,7441,278.28,27.828,22,67
Amite County,Mississippi,MS,12692,3519,277.26,27.726,28,5
Bladen County,North Carolina,NC,34454,9549,277.15,27.715,37,17
Taylor County,Georgia,GA,8354,2310,276.51,27.651,13,269
Lewis County,Kentucky,KY,13646,3773,276.49,27.649,21,135
Winston County,Mississippi,MS,18519,5113,276.09,27.609,28,159
Williamsburg County,South Carolina,SC,32816,9056,275.96,27.596,45,89
Grundy County,Tennessee,TN,13494,3718,275.53,27.553,47,61
St. Landry Parish,Louisiana,LA,83699,23007,274.88,27.488,22,97
Atkinson County,Georgia,GA,8268,2270,274.55,27.455,13,3
Marengo County,Alabama,AL,20066,5504,274.29,27.429,1,91
Big Horn County,Montana,MT,13214,3615,273.57,27.357,30,3
Dewey County,South Dakota,SD,5652,1545,273.35,27.335,46,41
Baldwin County,Georgia,GA,45808,12503,272.94,27.294,13,9
Copiah County,Mississippi,MS,28780,7844,272.55,27.255,28,29
Duplin County,North Carolina,NC,59121,16106,272.42,27.242,37,61
Scott County,Tennessee,TN,22029,6000,272.37,27.237,47,151
Lanier County,Georgia,GA,10382,2827,272.3,27.23,13,173
Northampton County,North Carolina,NC,20628,5616,272.25,27.225,37,131
Kemper County,Mississippi,MS,10128,2755,272.02,27.202,28,69
Laurens County,Georgia,GA,47802,12972,271.37,27.137,13,175
Guaynabo Municipio,Puerto Rico,PR,92444,25064,271.13,27.113,72,61
Clark County,Idaho,ID,960,260,270.83,27.083,16,33
St. Helena Parish,Louisiana,LA,10714,2895,270.21,27.021,22,91
Webster County,West Virginia,WV,8820,2383,270.18,27.018,54,101
Do?a Ana County,New Mexico,NM,213825,57626,269.5,26.95,35,13
Ozark County,Missouri,MO,9450,2546,269.42,26.942,29,153
San Juan County,Utah,UT,15540,4171,268.4,26.84,49,37
Simpson County,Mississippi,MS,27279,7299,267.57,26.757,28,127
Dunklin County,Missouri,MO,31271,8355,267.18,26.718,29,69
Mitchell County,Georgia,GA,22778,6085,267.14,26.714,13,205
Crowley County,Colorado,CO,5537,1479,267.11,26.711,8,25
Bibb County,Georgia,GA,154194,41075,266.39,26.639,13,21
Chickasaw County,Mississippi,MS,17357,4623,266.35,26.635,28,17
Mississippi County,Missouri,MO,14112,3752,265.87,26.587,29,133
Hancock County,Tennessee,TN,6609,1757,265.85,26.585,47,67
Perry County,Kentucky,KY,27818,7394,265.8,26.58,21,193
Athens County,Ohio,OH,65103,17301,265.75,26.575,39,9
Claiborne Parish,Louisiana,LA,16452,4367,265.44,26.544,22,27
Marion County,Mississippi,MS,25810,6840,265.01,26.501,28,91
Turner County,Georgia,GA,8151,2157,264.63,26.463,13,287
Fresno County,California,CA,963160,254872,264.62,26.462,6,19
Putnam County,Florida,FL,72304,19120,264.44,26.444,12,107
Wilkes County,Georgia,GA,9924,2620,264.01,26.401,13,317
Hempstead County,Arkansas,AR,22208,5861,263.91,26.391,5,57
Roosevelt County,Montana,MT,11230,2953,262.96,26.296,30,85
Lake County,Michigan,MI,11415,3001,262.9,26.29,26,85
Allendale County,South Carolina,SC,9589,2519,262.7,26.27,45,5
Nome Census Area,Alaska,AK,9879,2593,262.48,26.248,2,180
Jackson County,Illinois,IL,59188,15533,262.43,26.243,17,77
De Soto Parish,Louisiana,LA,27047,7097,262.4,26.24,22,31
Scott County,Mississippi,MS,28268,7412,262.2,26.22,28,123
Toombs County,Georgia,GA,27160,7117,262.04,26.204,13,279
Norton city,Virginia,VA,3978,1040,261.44,26.144,51,720
Tift County,Georgia,GA,40691,10638,261.43,26.143,13,277
Leake County,Mississippi,MS,23011,6013,261.31,26.131,28,79
Isabella County,Michigan,MI,70574,18428,261.12,26.112,26,73
Ware County,Georgia,GA,35671,9310,261,26.1,13,299
Evangeline Parish,Louisiana,LA,33765,8807,260.83,26.083,22,39
Halifax County,North Carolina,NC,52849,13782,260.78,26.078,37,83
Forrest County,Mississippi,MS,76274,19870,260.51,26.051,28,35
Russell County,Kentucky,KY,17684,4606,260.46,26.046,21,207
Warren County,Georgia,GA,5504,1432,260.17,26.017,13,301
Drew County,Arkansas,AR,18688,4851,259.58,25.958,5,43
St. Louis city,Missouri,MO,316030,81916,259.2,25.92,29,510
Barnwell County,South Carolina,SC,21917,5680,259.16,25.916,45,11
Cook County,Georgia,GA,17103,4429,258.96,25.896,13,75
San Augustine County,Texas,TX,8556,2213,258.65,25.865,48,405
Bullock County,Alabama,AL,10552,2728,258.53,25.853,1,11
Casey County,Kentucky,KY,15928,4114,258.29,25.829,21,45
Bethel Census Area,Alaska,AK,17885,4619,258.26,25.826,2,50
Mingo County,West Virginia,WV,25549,6594,258.09,25.809,54,59
Whitman County,Washington,WA,47494,12246,257.84,25.784,53,75
Cocke County,Tennessee,TN,35256,9081,257.57,25.757,47,29
Boone County,West Virginia,WV,23645,6090,257.56,25.756,54,5
Calhoun County,Mississippi,MS,14724,3791,257.47,25.747,28,13
Marion County,South Carolina,SC,31975,8225,257.23,25.723,45,67
Oregon County,Missouri,MO,10922,2809,257.19,25.719,29,149
Monroe County,Kentucky,KY,10692,2749,257.11,25.711,21,171
McDuffie County,Georgia,GA,21558,5537,256.84,25.684,13,189
Quitman County,Georgia,GA,2095,538,256.8,25.68,13,239
Lafayette County,Arkansas,AR,7127,1830,256.77,25.677,5,73
Lee County,South Carolina,SC,18189,4666,256.53,25.653,45,61
Whitley County,Kentucky,KY,35842,9191,256.43,25.643,21,235
Buena Vista city,Virginia,VA,6610,1694,256.28,25.628,51,530
Johnson County,Kentucky,KY,23280,5964,256.19,25.619,21,115
Clay County,Mississippi,MS,20147,5159,256.07,25.607,28,25
Cibola County,New Mexico,NM,27373,7005,255.91,25.591,35,6
Nicholas County,Kentucky,KY,7062,1804,255.45,25.545,21,181
Hendry County,Florida,FL,38376,9776,254.74,25.474,12,51
Hale County,Alabama,AL,15159,3858,254.5,25.45,1,65
Orleans Parish,Louisiana,LA,382922,97252,253.97,25.397,22,71
Washington Parish,Louisiana,LA,46367,11756,253.54,25.354,22,117
Covington County,Mississippi,MS,19503,4943,253.45,25.345,28,31
Berrien County,Georgia,GA,18986,4811,253.4,25.34,13,19
Madison County,Florida,FL,18560,4703,253.39,25.339,12,79
Decatur County,Georgia,GA,27237,6885,252.78,25.278,13,87
Bamberg County,South Carolina,SC,15057,3806,252.77,25.277,45,9
Butler County,Alabama,AL,20280,5126,252.76,25.276,1,13
Jackson Parish,Louisiana,LA,15999,4035,252.2,25.22,22,49
Philadelphia County,Pennsylvania,PA,1559938,392356,251.52,25.152,42,101
Edgecombe County,North Carolina,NC,54669,13750,251.51,25.151,37,65
Powell County,Kentucky,KY,12387,3115,251.47,25.147,21,197
Lincoln County,Georgia,GA,7712,1939,251.43,25.143,13,181
Walthall County,Mississippi,MS,14812,3724,251.42,25.142,28,147
Vance County,North Carolina,NC,44508,11177,251.12,25.112,37,181
Lincoln County,West Virginia,WV,21482,5394,251.09,25.109,54,43
Brazos County,Texas,TX,209896,52652,250.85,25.085,48,41
Wayne County,Mississippi,MS,20517,5144,250.72,25.072,28,153
Lincoln County,Mississippi,MS,34691,8687,250.41,25.041,28,85
Carroll County,Kentucky,KY,10776,2698,250.37,25.037,21,41
Richmond County,North Carolina,NC,45710,11443,250.34,25.034,37,153
Lee County,Arkansas,AR,9781,2447,250.18,25.018,5,77
Mississippi County,Arkansas,AR,44199,11057,250.16,25.016,5,93
Wayne County,Kentucky,KY,20557,5138,249.94,24.994,21,231
Polk County,Arkansas,AR,20290,5069,249.83,24.983,5,113
Terrell County,Texas,TX,778,194,249.36,24.936,48,443
Evans County,Georgia,GA,10733,2673,249.05,24.905,13,109
Marion County,Georgia,GA,8646,2151,248.79,24.879,13,197
Cottle County,Texas,TX,1560,388,248.72,24.872,48,101
Wright County,Missouri,MO,18378,4560,248.12,24.812,29,229
Fulton County,Kentucky,KY,6323,1566,247.67,24.767,21,75
Lincoln County,Kentucky,KY,24424,6049,247.67,24.767,21,137
Hickory County,Missouri,MO,9267,2295,247.65,24.765,29,85
Montgomery County,Kentucky,KY,27391,6777,247.42,24.742,21,173
Pike County,Kentucky,KY,62791,15528,247.3,24.73,21,195
Hinds County,Mississippi,MS,244596,60356,246.76,24.676,28,49
Clarendon County,South Carolina,SC,34056,8400,246.65,24.665,45,27
Hardee County,Florida,FL,27302,6716,245.99,24.599,12,49
Jackson County,Tennessee,TN,11526,2835,245.97,24.597,47,87
Colquitt County,Georgia,GA,46002,11305,245.75,24.575,13,71
Sequoyah County,Oklahoma,OK,41344,10157,245.67,24.567,40,135
Pulaski County,Kentucky,KY,63772,15643,245.3,24.53,21,199
Texas County,Missouri,MO,25690,6301,245.27,24.527,29,215
Clay County,Tennessee,TN,7769,1904,245.08,24.508,47,27
Charlottesville city,Virginia,VA,45538,11153,244.92,24.492,51,540
Presidio County,Texas,TX,7144,1749,244.82,24.482,48,377
Bienville Parish,Louisiana,LA,13924,3406,244.61,24.461,22,13
Franklin County,Georgia,GA,22188,5426,244.55,24.455,13,119
Maverick County,Texas,TX,56830,13879,244.22,24.422,48,323
Brooks County,Georgia,GA,15645,3819,244.1,24.41,13,27
Lee County,Virginia,VA,24911,6080,244.07,24.407,51,105
Miller County,Georgia,GA,5911,1441,243.78,24.378,13,201
Johnson County,Georgia,GA,9694,2363,243.76,24.376,13,167
Charlotte County,Virginia,VA,12232,2979,243.54,24.354,51,37
Lake County,California,CA,64076,15561,242.85,24.285,6,33
Screven County,Georgia,GA,14114,3425,242.67,24.267,13,251
Northwest Arctic Borough,Alaska,AK,7723,1874,242.65,24.265,2,188
Pike County,Alabama,AL,33277,8074,242.63,24.263,1,109
Clarke County,Alabama,AL,24847,6023,242.4,24.24,1,25
Roosevelt County,New Mexico,NM,19618,4755,242.38,24.238,35,41
Wayne County,Michigan,MI,1767593,428189,242.24,24.224,26,163
Crittenden County,Arkansas,AR,49511,11991,242.19,24.219,5,35
Okfuskee County,Oklahoma,OK,12212,2957,242.14,24.214,40,107
Chesterfield County,South Carolina,SC,46083,11158,242.13,24.213,45,25
Union Parish,Louisiana,LA,22460,5438,242.12,24.212,22,111
Richmond city,Virginia,VA,216773,52470,242.05,24.205,51,760
Bath County,Kentucky,KY,12113,2931,241.97,24.197,21,11
Fairfield County,South Carolina,SC,23025,5563,241.61,24.161,45,39
Washington County,Georgia,GA,20680,4996,241.59,24.159,13,303
Ouachita County,Arkansas,AR,24728,5970,241.43,24.143,5,103
Hancock County,Georgia,GA,8747,2111,241.34,24.134,13,141
Greene County,Georgia,GA,16535,3983,240.88,24.088,13,133
Lowndes County,Georgia,GA,113898,27436,240.88,24.088,13,185
Adams County,Ohio,OH,28111,6770,240.83,24.083,39,1
Richmond County,Georgia,GA,201418,48495,240.77,24.077,13,245
Johnson County,Tennessee,TN,17923,4313,240.64,24.064,47,91
Taylor County,Kentucky,KY,25315,6090,240.57,24.057,21,217
Webster Parish,Louisiana,LA,40335,9693,240.31,24.031,22,119
Butler County,Kentucky,KY,12828,3080,240.1,24.01,21,31
Chowan County,North Carolina,NC,14556,3491,239.83,23.983,37,41
New Madrid County,Missouri,MO,18229,4370,239.73,23.973,29,143
Albany County,Wyoming,WY,37836,9070,239.72,23.972,56,1
Attala County,Mississippi,MS,19085,4574,239.66,23.966,28,7
Choctaw County,Mississippi,MS,8320,1993,239.54,23.954,28,19
Galax city,Virginia,VA,6858,1642,239.43,23.943,51,640
Gadsden County,Florida,FL,46153,11042,239.25,23.925,12,39
Caldwell Parish,Louisiana,LA,9997,2391,239.17,23.917,22,21
Sampson County,North Carolina,NC,63713,15207,238.68,23.868,37,163
Clare County,Michigan,MI,30608,7289,238.14,23.814,26,35
Grayson County,Kentucky,KY,26092,6212,238.08,23.808,21,85
Clayton County,Georgia,GA,270269,64326,238.01,23.801,13,63
Morgan County,Missouri,MO,20182,4798,237.74,23.774,29,141
Ripley County,Missouri,MO,13936,3312,237.66,23.766,29,181
